order_item_id,order_id,user_id,product_id,quantity,unit_price,total_price,order_date
208,1078,7,10,2,67.99,135.98,2025-12-18
209,1078,7,12,2,12.99,25.98,2025-12-18
210,1079,9,16,1,299.0,299.0,2025-01-31
211,1080,7,15,5,39.99,199.95,2025-07-11
212,1080,7,13,2,9.85,19.7,2025-07-11
213,1080,7,19,3,89.99,269.97,2025-07-11
214,1080,7,3,1,55.99,55.99,2025-07-11
215,1081,3,1,3,109.95,329.85,2026-01-08
216,1082,8,18,4,129.0,516.0,2025-12-11
217,1082,8,13,3,9.85,29.55,2025-12-11
218,1082,8,8,2,375.0,750.0,2025-12-11
219,1082,8,20,3,24.99,74.97,2025-12-11
220,1083,4,14,5,19.99,99.95,2026-01-07
221,1084,10,8,1,375.0,375.0,2025-12-11
222,1085,4,5,5,695.0,3475.0,2026-01-22
223,1086,3,10,4,67.99,271.96,2025-12-05
224,1086,3,9,5,64.0,320.0,2025-12-05
225,1086,3,2,4,22.3,89.2,2025-12-05
226,1086,3,6,1,168.0,168.0,2025-12-05
227,1087,6,14,3,19.99,59.97,2025-11-26
228,1087,6,20,4,24.99,99.96,2025-11-26
229,1087,6,5,2,695.0,1390.0,2025-11-26
230,1088,2,8,5,375.0,1875.0,2026-01-18
231,1088,2,7,3,7.95,23.85,2026-01-18
232,1088,2,13,3,9.85,29.55,2026-01-18
233,1088,2,20,4,24.99,99.96,2026-01-18
234,1089,8,12,4,12.99,51.96,2026-01-25
235,1089,8,11,1,109.5,109.5,2026-01-25
236,1090,9,3,1,55.99,55.99,2025-11-25
237,1091,5,17,4,49.99,199.96,2025-10-02
238,1092,2,19,1,89.99,89.99,2025-07-11
239,1092,2,8,1,375.0,375.0,2025-07-11
240,1092,2,20,1,24.99,24.99,2025-07-11
241,1092,2,10,4,67.99,271.96,2025-07-11
242,1093,7,17,1,49.99,49.99,2025-11-27
243,1094,2,6,3,168.0,504.0,2025-12-17
244,1095,7,13,5,9.85,49.25,2025-12-13
245,1095,7,5,3,695.0,2085.0,2025-12-13
246,1095,7,3,1,55.99,55.99,2025-12-13
247,1096,7,13,3,9.85,29.55,2025-12-31
248,1096,7,11,1,109.5,109.5,2025-12-31
249,1097,2,12,1,12.99,12.99,2025-01-03
250,1097,2,9,2,64.0,128.0,2025-01-03
251,1097,2,4,4,15.99,63.96,2025-01-03
252,1097,2,5,4,695.0,2780.0,2025-01-03
253,1098,9,7,4,7.95,31.8,2025-01-14
254,1098,9,15,4,39.99,159.96,2025-01-14
255,1098,9,10,2,67.99,135.98,2025-01-14
256,1098,9,3,3,55.99,167.97,2025-01-14
257,1099,6,4,2,15.99,31.98,2025-12-26
258,1100,1,11,1,109.5,109.5,2025-10-16
259,1100,1,14,3,19.99,59.97,2025-10-16
260,1100,1,4,2,15.99,31.98,2025-10-16
261,1100,1,1,5,109.95,549.75,2025-10-16
262,1101,10,1,3,109.95,329.85,2025-12-20
263,1101,10,16,4,299.0,1196.0,2025-12-20
264,1101,10,4,1,15.99,15.99,2025-12-20
265,1102,9,13,2,9.85,19.7,2025-08-07
266,1102,9,6,4,168.0,672.0,2025-08-07
267,1103,7,15,4,39.99,159.96,2025-01-15
268,1103,7,19,4,89.99,359.96,2025-01-15
269,1104,9,18,4,129.0,516.0,2025-12-22
270,1104,9,6,3,168.0,504.0,2025-12-22
271,1105,10,10,3,67.99,203.97,2025-01-16
272,1105,10,2,2,22.3,44.6,2025-01-16
273,1106,6,6,1,168.0,168.0,2025-12-30
274,1106,6,5,5,695.0,3475.0,2025-12-30
275,1106,6,7,3,7.95,23.85,2025-12-30
276,1106,6,18,5,129.0,645.0,2025-12-30
277,1107,9,14,3,19.99,59.97,2025-12-14
278,1107,9,2,2,22.3,44.6,2025-12-14
279,1108,5,15,5,39.99,199.95,2025-12-22
280,1108,5,16,1,299.0,299.0,2025-12-22
281,1108,5,11,1,109.5,109.5,2025-12-22
282,1109,3,2,4,22.3,89.2,2025-10-17
283,1109,3,20,1,24.99,24.99,2025-10-17
284,1109,3,4,1,15.99,15.99,2025-10-17
285,1110,2,11,3,109.5,328.5,2026-01-10
286,1111,3,3,5,55.99,279.95,2025-11-25
287,1111,3,17,1,49.99,49.99,2025-11-25
288,1112,1,17,2,49.99,99.98,2025-12-04
289,1112,1,20,4,24.99,99.96,2025-12-04
290,1113,1,13,4,9.85,39.4,2025-07-04
291,1113,1,19,3,89.99,269.97,2025-07-04
292,1114,4,17,4,49.99,199.96,2025-01-21
293,1114,4,10,4,67.99,271.96,2025-01-21
294,1114,4,20,1,24.99,24.99,2025-01-21
295,1114,4,14,5,19.99,99.95,2025-01-21
296,1115,5,11,4,109.5,438.0,2026-01-11
297,1116,10,17,1,49.99,49.99,2025-12-12
298,1116,10,1,1,109.95,109.95,2025-12-12
299,1117,9,8,1,375.0,375.0,2025-12-11
300,1117,9,17,4,49.99,199.96,2025-12-11
301,1118,4,5,4,695.0,2780.0,2026-01-11
302,1118,4,1,1,109.95,109.95,2026-01-11
303,1119,7,7,5,7.95,39.75,2026-01-13
304,1120,2,12,5,12.99,64.95,2025-01-23
305,1120,2,15,2,39.99,79.98,2025-01-23
306,1120,2,3,4,55.99,223.96,2025-01-23
307,1120,2,4,1,15.99,15.99,2025-01-23
308,1121,3,18,4,129.0,516.0,2025-01-16
309,1121,3,20,1,24.99,24.99,2025-01-16
310,1121,3,8,2,375.0,750.0,2025-01-16
311,1121,3,4,1,15.99,15.99,2025-01-16
312,1122,2,15,1,39.99,39.99,2025-01-12
313,1122,2,5,3,695.0,2085.0,2025-01-12
314,1123,2,6,5,168.0,840.0,2025-01-22
315,1124,5,17,1,49.99,49.99,2025-01-30
316,1124,5,12,2,12.99,25.98,2025-01-30
317,1124,5,8,2,375.0,750.0,2025-01-30
318,1124,5,6,3,168.0,504.0,2025-01-30
319,1125,1,19,3,89.99,269.97,2026-01-27
320,1125,1,13,2,9.85,19.7,2026-01-27
321,1126,10,17,3,49.99,149.97,2025-12-27
322,1127,3,11,2,109.5,219.0,2026-01-10
323,1127,3,6,5,168.0,840.0,2026-01-10
324,1127,3,18,2,129.0,258.0,2026-01-10
325,1127,3,12,4,12.99,51.96,2026-01-10
326,1128,10,6,1,168.0,168.0,2025-11-30
327,1128,10,15,1,39.99,39.99,2025-11-30
328,1129,7,10,1,67.99,67.99,2025-12-23
329,1129,7,20,1,24.99,24.99,2025-12-23
330,1129,7,8,4,375.0,1500.0,2025-12-23
331,1130,10,2,1,22.3,22.3,2025-10-09
332,1130,10,12,4,12.99,51.96,2025-10-09
333,1131,9,18,4,129.0,516.0,2025-07-31
334,1131,9,2,5,22.3,111.5,2025-07-31
335,1132,8,10,5,67.99,339.95,2025-10-21
336,1132,8,3,5,55.99,279.95,2025-10-21
337,1132,8,13,5,9.85,49.25,2025-10-21
338,1132,8,2,5,22.3,111.5,2025-10-21
339,1133,10,2,1,22.3,22.3,2025-11-08
340,1133,10,13,4,9.85,39.4,2025-11-08
341,1133,10,11,3,109.5,328.5,2025-11-08
342,1133,10,8,3,375.0,1125.0,2025-11-08
343,1134,8,5,4,695.0,2780.0,2025-12-23
344,1134,8,10,3,67.99,203.97,2025-12-23
345,1135,5,17,1,49.99,49.99,2025-12-30
346,1135,5,19,2,89.99,179.98,2025-12-30
347,1136,7,8,3,375.0,1125.0,2025-11-22
348,1137,5,10,1,67.99,67.99,2026-01-19
349,1138,9,16,2,299.0,598.0,2025-01-11
350,1139,3,9,3,64.0,192.0,2025-11-04
351,1139,3,10,4,67.99,271.96,2025-11-04
352,1140,4,11,3,109.5,328.5,2025-01-30
353,1140,4,5,3,695.0,2085.0,2025-01-30
354,1140,4,1,4,109.95,439.8,2025-01-30
355,1140,4,16,4,299.0,1196.0,2025-01-30
356,1141,4,12,5,12.99,64.95,2025-12-18
357,1141,4,17,2,49.99,99.98,2025-12-18
358,1141,4,10,3,67.99,203.97,2025-12-18
359,1141,4,6,1,168.0,168.0,2025-12-18
360,1142,9,3,2,55.99,111.98,2026-01-26
361,1142,9,8,3,375.0,1125.0,2026-01-26
362,1142,9,12,4,12.99,51.96,2026-01-26
363,1143,8,16,2,299.0,598.0,2025-01-28
364,1144,6,2,3,22.3,66.9,2025-11-20
365,1144,6,1,2,109.95,219.9,2025-11-20
366,1144,6,15,2,39.99,79.98,2025-11-20
367,1145,1,12,2,12.99,25.98,2025-11-17
368,1145,1,10,1,67.99,67.99,2025-11-17
369,1146,7,16,2,299.0,598.0,2025-12-18
370,1146,7,12,4,12.99,51.96,2025-12-18
371,1146,7,7,1,7.95,7.95,2025-12-18
372,1147,6,13,3,9.85,29.55,2025-12-31
373,1148,2,14,5,19.99,99.95,2025-12-06
374,1148,2,4,5,15.99,79.95,2025-12-06
375,1149,2,8,3,375.0,1125.0,2026-01-06
376,1149,2,15,4,39.99,159.96,2026-01-06
377,1149,2,10,1,67.99,67.99,2026-01-06
378,1150,2,5,2,695.0,1390.0,2026-01-24
379,1151,1,11,5,109.5,547.5,2025-12-27
380,1151,1,17,5,49.99,249.95,2025-12-27
381,1152,2,5,5,695.0,3475.0,2025-01-24
382,1152,2,14,2,19.99,39.98,2025-01-24
383,1152,2,4,2,15.99,31.98,2025-01-24
384,1152,2,9,1,64.0,64.0,2025-01-24
385,1153,7,15,4,39.99,159.96,2025-01-24
386,1154,1,17,1,49.99,49.99,2025-10-11
387,1154,1,6,4,168.0,672.0,2025-10-11
388,1154,1,19,5,89.99,449.95,2025-10-11
389,1154,1,5,5,695.0,3475.0,2025-10-11
390,1155,7,9,3,64.0,192.0,2025-11-08
391,1155,7,13,3,9.85,29.55,2025-11-08
392,1156,7,18,2,129.0,258.0,2025-11-05
393,1156,7,11,2,109.5,219.0,2025-11-05
394,1156,7,20,2,24.99,49.98,2025-11-05
395,1157,10,14,1,19.99,19.99,2025-12-08
396,1157,10,1,1,109.95,109.95,2025-12-08
397,1157,10,17,4,49.99,199.96,2025-12-08
398,1158,2,18,2,129.0,258.0,2025-11-12
399,1158,2,13,5,9.85,49.25,2025-11-12
400,1159,5,13,1,9.85,9.85,2025-12-21
401,1159,5,14,3,19.99,59.97,2025-12-21
402,1159,5,11,2,109.5,219.0,2025-12-21
403,1159,5,2,5,22.3,111.5,2025-12-21
404,1160,1,4,1,15.99,15.99,2025-12-16
405,1160,1,13,5,9.85,49.25,2025-12-16
406,1160,1,9,3,64.0,192.0,2025-12-16
407,1160,1,10,5,67.99,339.95,2025-12-16
408,1161,7,5,1,695.0,695.0,2025-11-28
409,1162,2,10,3,67.99,203.97,2025-07-03
410,1163,9,7,4,7.95,31.8,2025-10-08
411,1163,9,12,5,12.99,64.95,2025-10-08
412,1163,9,20,2,24.99,49.98,2025-10-08
413,1164,10,18,3,129.0,387.0,2025-01-28
414,1164,10,3,1,55.99,55.99,2025-01-28
415,1164,10,10,2,67.99,135.98,2025-01-28
416,1164,10,19,5,89.99,449.95,2025-01-28
417,1165,5,11,1,109.5,109.5,2025-12-22
418,1165,5,14,3,19.99,59.97,2025-12-22
419,1165,5,6,2,168.0,336.0,2025-12-22
420,1166,4,9,4,64.0,256.0,2025-12-31
421,1166,4,12,4,12.99,51.96,2025-12-31
422,1166,4,5,4,695.0,2780.0,2025-12-31
423,1166,4,11,3,109.5,328.5,2025-12-31
424,1167,10,15,5,39.99,199.95,2026-01-11
425,1167,10,17,1,49.99,49.99,2026-01-11
426,1168,10,16,1,299.0,299.0,2025-12-04
427,1168,10,12,2,12.99,25.98,2025-12-04
428,1169,9,19,4,89.99,359.96,2025-11-21
429,1169,9,18,4,129.0,516.0,2025-11-21
430,1169,9,6,3,168.0,504.0,2025-11-21
431,1170,10,17,3,49.99,149.97,2025-12-01
432,1171,6,8,4,375.0,1500.0,2025-11-05
433,1172,3,8,1,375.0,375.0,2025-11-28
434,1173,7,10,1,67.99,67.99,2025-11-03
435,1174,10,11,5,109.5,547.5,2025-12-04
436,1174,10,15,5,39.99,199.95,2025-12-04
437,1175,1,16,3,299.0,897.0,2025-12-24
438,1175,1,13,5,9.85,49.25,2025-12-24
439,1176,1,19,5,89.99,449.95,2025-12-30
440,1177,4,12,5,12.99,64.95,2025-12-19
441,1177,4,4,3,15.99,47.97,2025-12-19
442,1177,4,5,3,695.0,2085.0,2025-12-19
443,1177,4,14,5,19.99,99.95,2025-12-19
444,1178,9,6,4,168.0,672.0,2025-11-11
445,1179,3,3,3,55.99,167.97,2025-08-30
446,1179,3,20,1,24.99,24.99,2025-08-30
447,1179,3,9,5,64.0,320.0,2025-08-30
448,1179,3,8,1,375.0,375.0,2025-08-30
449,1180,10,16,1,299.0,299.0,2025-01-30
450,1180,10,15,2,39.99,79.98,2025-01-30
451,1181,9,3,5,55.99,279.95,2025-01-08
452,1182,5,12,5,12.99,64.95,2026-01-07
453,1182,5,9,2,64.0,128.0,2026-01-07
454,1182,5,8,4,375.0,1500.0,2026-01-07
455,1183,4,14,5,19.99,99.95,2025-12-13
456,1183,4,12,1,12.99,12.99,2025-12-13
457,1183,4,17,3,49.99,149.97,2025-12-13
458,1184,9,20,5,24.99,124.95,2025-01-22
459,1184,9,11,3,109.5,328.5,2025-01-22
460,1184,9,16,4,299.0,1196.0,2025-01-22
461,1185,3,13,1,9.85,9.85,2026-01-27
462,1185,3,8,5,375.0,1875.0,2026-01-27
463,1185,3,5,4,695.0,2780.0,2026-01-27
464,1186,3,11,4,109.5,438.0,2025-08-23
465,1186,3,1,5,109.95,549.75,2025-08-23
466,1186,3,19,1,89.99,89.99,2025-08-23
467,1186,3,7,3,7.95,23.85,2025-08-23
468,1187,6,18,2,129.0,258.0,2025-11-10
469,1187,6,9,3,64.0,192.0,2025-11-10
470,1188,7,13,2,9.85,19.7,2025-12-25
471,1188,7,9,5,64.0,320.0,2025-12-25
472,1188,7,15,2,39.99,79.98,2025-12-25
473,1189,3,19,3,89.99,269.97,2025-12-24
474,1189,3,14,4,19.99,79.96,2025-12-24
475,1189,3,17,5,49.99,249.95,2025-12-24
476,1189,3,10,2,67.99,135.98,2025-12-24
477,1190,1,9,4,64.0,256.0,2026-01-17
478,1191,4,20,2,24.99,49.98,2025-01-05
479,1191,4,5,2,695.0,1390.0,2025-01-05
480,1191,4,12,4,12.99,51.96,2025-01-05
481,1191,4,3,1,55.99,55.99,2025-01-05
482,1192,3,5,4,695.0,2780.0,2025-12-26
483,1193,1,11,5,109.5,547.5,2025-11-14
484,1193,1,3,4,55.99,223.96,2025-11-14
485,1194,2,6,2,168.0,336.0,2025-01-23
486,1194,2,2,1,22.3,22.3,2025-01-23
487,1195,10,17,3,49.99,149.97,2025-11-25
488,1195,10,19,2,89.99,179.98,2025-11-25
489,1195,10,9,5,64.0,320.0,2025-11-25
490,1195,10,2,1,22.3,22.3,2025-11-25
491,1196,9,3,1,55.99,55.99,2025-01-21
492,1196,9,7,1,7.95,7.95,2025-01-21
493,1196,9,17,2,49.99,99.98,2025-01-21
494,1197,10,18,4,129.0,516.0,2025-08-15
495,1197,10,11,4,109.5,438.0,2025-08-15
496,1197,10,12,3,12.99,38.97,2025-08-15
497,1198,5,13,5,9.85,49.25,2025-07-04
498,1198,5,1,1,109.95,109.95,2025-07-04
499,1198,5,2,5,22.3,111.5,2025-07-04
500,1198,5,10,2,67.99,135.98,2025-07-04
501,1199,1,18,5,129.0,645.0,2026-01-31
502,1199,1,17,5,49.99,249.95,2026-01-31
503,1199,1,20,2,24.99,49.98,2026-01-31
504,1200,7,8,5,375.0,1875.0,2025-08-02
505,1201,1,2,3,22.3,66.9,2025-11-21
506,1201,1,10,5,67.99,339.95,2025-11-21
507,1201,1,17,5,49.99,249.95,2025-11-21
508,1201,1,20,2,24.99,49.98,2025-11-21
509,1202,6,20,2,24.99,49.98,2025-11-12
510,1202,6,5,2,695.0,1390.0,2025-11-12
511,1202,6,15,3,39.99,119.97,2025-11-12
512,1202,6,2,2,22.3,44.6,2025-11-12
513,1203,4,1,3,109.95,329.85,2025-11-14
514,1203,4,11,4,109.5,438.0,2025-11-14
515,1203,4,4,4,15.99,63.96,2025-11-14
516,1204,8,1,5,109.95,549.75,2025-11-15
517,1204,8,13,5,9.85,49.25,2025-11-15
518,1205,5,4,4,15.99,63.96,2025-12-06
519,1205,5,1,2,109.95,219.9,2025-12-06
520,1205,5,10,4,67.99,271.96,2025-12-06
521,1206,1,5,4,695.0,2780.0,2025-10-12
522,1206,1,11,2,109.5,219.0,2025-10-12
523,1207,10,8,3,375.0,1125.0,2025-11-17
524,1207,10,19,5,89.99,449.95,2025-11-17
525,1207,10,5,3,695.0,2085.0,2025-11-17
526,1207,10,14,4,19.99,79.96,2025-11-17
527,1208,3,11,5,109.5,547.5,2025-12-02
528,1208,3,3,5,55.99,279.95,2025-12-02
529,1209,6,15,2,39.99,79.98,2025-07-31
530,1209,6,9,1,64.0,64.0,2025-07-31
531,1209,6,5,2,695.0,1390.0,2025-07-31
532,1210,3,20,5,24.99,124.95,2025-01-14
533,1210,3,19,2,89.99,179.98,2025-01-14
